t,AR1_a,AR1_b,AR1_c,AR2,ARIMA_110,ARMA_11_a,ARMA_11_b,ARMA_22,MA1_a,MA1_b,MA2,EX1_a,EX1_b,EX1_c,EX1_d
504,-0.750742082,0.69438833,-1.752723566,0.133271088,9.878052905,3.312835421,1.377553431,5.742383923,-0.914282861,0.838291876,-0.142824023,0.248938624,-0.32772585,-0.951150349,0.095651629
505,-1.287037765,0.531132917,0.987248117,0.470830108,9.801915534,2.293297553,3.437510261,6.194227135,-1.094495411,0.416755055,1.724184456,-0.596202944,-1.141510935,-0.937505137,0.122708256
506,-0.485913201,0.668526515,-0.651402642,0.419677808,9.390227336,2.180820792,3.450611136,4.470413673,-0.105080318,1.761835633,2.021253874,-0.403550756,1.142949454,0.698991537,-0.757621818
507,-0.99791289,-0.818042912,0.324207616,-0.376830201,10.33331586,1.864047683,2.171570747,4.204694235,-0.638662586,-0.791620652,0.36181669,0.150230543,-1.803440864,1.80756194,0.579181454
508,-3.161742049,-0.158195982,-1.015885132,-0.524413867,10.16184146,2.010593485,2.899950045,3.479968874,-1.349115959,-0.783200711,1.186328999,-1.730629671,1.282351515,1.336045728,-0.596217206
509,-1.433718659,-0.422719366,0.931586902,-1.613995364,10.34962346,2.023275134,3.060655312,1.869042484,-0.530672085,2.330114767,1.009512297,-0.532728599,-1.268018006,0.616909785,-0.958095047
510,-2.383889704,0.274158282,-1.126534895,-1.996866154,9.577443088,1.560753544,3.471247551,1.915809662,0.16285595,0.132971981,1.227884455,-0.175743635,0.985577208,-0.568919102,0.717483262
511,-1.179139247,1.276874852,0.989605491,-1.421471142,9.322141346,0.904118862,4.303908012,1.194104361,-1.674069272,-1.477705378,0.617539323,-1.098220491,-1.104677241,-0.809385642,-1.096546775
512,-1.373303548,0.272653783,-0.609430689,-1.720944744,9.121230128,1.192584445,3.991157065,0.149615533,-2.316668644,-0.875323042,2.268823289,-0.461060071,0.467581705,-0.709723247,0.326078034
513,0.060300195,0.807711653,1.013499448,0.646829784,7.316162752,2.107251125,3.193566377,-1.859402577,0.550184994,-0.146817629,1.822475808,-0.595856623,-1.397961321,-1.708722041,-0.874602189
514,0.030031852,-0.090271765,-0.688223464,0.299202306,6.088895769,1.833847574,1.674125694,-3.778481893,0.448939787,-0.183659649,2.070967732,-1.443325469,2.217864332,-1.124119712,0.543045106
515,1.438589416,-0.04645211,-0.248019315,-0.573012625,6.532749245,2.879176134,2.482813627,-4.281088777,0.083306057,-0.605178808,1.479471676,-0.747351906,-0.956578995,-1.158839993,-2.139578643
516,0.459661269,0.101421147,-0.260005273,1.050167837,7.480461254,2.656869836,2.22928904,-5.306976313,0.249290907,1.649163189,0.491110362,2.504406068,0.934138706,-0.757181314,2.033522611
517,-1.57305268,1.104157903,-0.281810574,0.732179643,8.19233609,-0.4460792,1.672832023,-5.804240693,-0.844080218,1.277859179,-0.508878199,0.391695505,-0.708645524,-0.419898111,-0.1180664
518,-0.630421516,1.368285241,-1.389273341,2.543249596,7.427144548,-1.671422725,1.284095754,-4.906238538,-0.467801705,1.165283465,-0.253888371,2.218869713,1.645091311,-0.07014465,0.535400062
519,0.787783782,0.010506019,1.141057555,0.491207594,8.137258275,0.504918334,-0.386039307,-3.272779353,0.234305748,-2.31702713,0.123400078,0.645976797,-0.936645752,-0.176411069,1.519139415
520,0.156739042,0.055864904,-0.621273676,1.279769811,8.642528221,2.299801978,-2.331956435,-2.022531767,0.940064194,-0.654865434,-2.128757375,-1.409670666,-0.328857958,-0.557498831,-1.336113552
521,0.600813207,-1.399779507,1.482243332,1.807998594,8.493916435,1.850422188,-0.587111959,-0.077352051,0.432236514,1.98909356,-0.764491244,-0.251240212,0.451849834,-1.493189254,0.308481004
522,0.19130438,-1.206056633,-1.961418981,-0.752988149,10.04677758,0.542257913,1.380186785,1.31178809,-1.022190097,0.304592104,-1.398089989,-0.125497622,1.22165364,-0.114944563,-0.648302355
523,0.391736971,-0.58324128,-0.433077208,0.463247134,10.20890194,1.591185894,1.879312921,1.331879425,-1.978618336,-0.51442378,1.072741205,0.169568837,-1.227435207,1.449362534,0.71619221
524,0.63209929,-0.89536446,-0.323723772,-0.466194205,10.60953752,1.390671734,2.837769448,0.580577946,-3.582000798,1.532849913,2.036134093,0.455772572,1.324942385,1.675710325,-0.755549628
525,-0.050515205,0.642098429,-0.756376851,0.449549927,12.13165629,1.922301842,4.362877612,-1.242313051,-1.499470745,1.041877719,1.540387351,1.91782783,-1.184655791,0.989694499,1.433790871
526,-0.881712951,-0.007317312,-0.45745021,-0.692234691,13.64715034,2.430123566,4.319286908,-1.072479428,0.452472075,1.062905965,1.796608734,-0.353155935,-0.04559013,1.230014228,0.059357085
527,-1.926634563,-2.120760995,-1.023991297,0.588963759,14.24942451,1.875840058,4.127289812,-0.806589809,1.065703517,1.210547841,2.39457005,-0.322454742,-0.984966981,1.114594275,-0.44192936
528,-1.436593945,-1.544527906,1.141260057,0.097624342,14.19237091,1.107723945,3.227345294,0.042466853,0.331139926,0.194286183,1.294426486,-0.291996918,1.628616513,-0.578587397,0.245655248
529,-0.012816456,-0.439732977,-1.597198324,-0.39024669,14.51327428,-0.203326615,4.152950164,-0.121744225,0.242838086,-0.387065161,0.762662339,-0.464429283,-0.453320092,-0.947121067,-0.610128536
530,1.876744293,-1.180197693,1.208298735,0.647324949,15.21929742,1.188726086,6.210231187,0.794512464,1.004088371,-1.595150212,-2.543206482,0.200989381,0.832275016,0.925306139,0.326891364
531,0.884043811,-0.627394696,0.26674166,-1.426831736,15.6615187,0.610524887,6.169811307,-0.304788912,-0.818426479,-2.990257403,-1.939349985,-1.595041885,-1.935475273,1.148754378,-0.218791332
532,-1.171411555,0.526337176,0.860306562,-1.174532571,17.24530044,0.449132328,5.793526656,-0.840188562,-0.968571411,-1.30549092,-2.716739693,-0.774942407,0.44326,1.029095527,-1.311293037
533,0.149517879,-0.769249862,-1.550153014,-0.076469882,18.12973748,0.102037751,4.390000692,-1.473212591,1.5844836,0.256270891,-0.208970352,0.193073897,-2.252553965,0.330016455,0.931586513
534,-1.097497593,0.250719444,1.685976963,-0.054480501,17.96010363,-1.26196904,4.438324207,-1.725149422,0.276263553,-0.341106827,0.259238749,-1.018700269,2.293830437,-1.177846071,-1.003951654
535,-0.593125402,-0.379278749,-1.256022492,-0.212245636,18.39564945,-2.560730185,3.219578858,-0.952788672,-0.734556849,0.329025751,1.853739375,0.198554298,-2.539786666,-2.364293384,0.284139474
536,0.165197189,-1.083171073,-1.19497895,0.550306282,16.45519462,-0.007063284,0.409940139,-0.762946397,0.705432565,0.853049643,-0.473474692,-0.119889878,3.809405463,-0.934727421,-0.161936205
537,0.588439599,-2.470225968,0.656731224,-0.108599905,15.68289547,1.414302598,0.913972681,-0.120237142,0.292823661,-0.055919937,-0.54680231,-0.184317683,-3.2929134,1.09699239,0.092231201
538,0.434972362,-0.163471374,1.964207426,-0.62242458,15.71647693,1.55570483,4.427146427,1.084353126,0.559192311,-0.154793877,-1.603603788,-0.650676661,0.523078402,2.033975042,-0.301796876
539,-0.150831728,0.376079455,-0.351362974,0.016050754,15.51175109,2.160337465,6.814127711,1.945295563,1.137620845,1.325024127,-1.993060035,-1.154446123,-1.003777257,0.215823586,-0.25805235
540,-0.840477156,-0.123535845,0.046846733,0.045356312,14.27177242,3.197183892,7.526301447,1.674742503,-0.402296758,1.091782119,-1.627683585,0.546720965,0.28511808,-1.906284154,-0.815815913
541,0.645536247,2.014985873,1.173968946,-0.435758114,13.13279062,2.462939192,6.52068282,-0.642903831,-0.533315401,0.990347027,-2.129088322,2.352602103,0.285824681,-3.912141912,1.611443254
542,-0.367310092,1.508457505,-0.006964254,0.789885888,13.99923188,2.18287601,6.178590082,-0.492836659,-0.176571562,0.967002398,-2.218169076,0.11936851,-0.855086664,-2.46721257,0.267964833
543,-1.572476582,1.849945989,-2.295906037,-0.154939644,13.77558215,1.077590447,6.469773143,-2.176523976,0.239148072,2.017196394,-1.990855345,-0.349570133,0.876211926,-1.215863931,-0.239980726
544,-0.505542958,2.363078093,1.134045804,1.065713691,11.3096802,2.342879531,5.744604996,-1.991793653,-0.733074661,1.137769495,-1.020619637,1.001026918,-2.128247533,1.795318484,-0.045772314
545,-0.778570283,0.379989433,-0.065240873,-0.409877562,10.64238447,3.891708055,4.571161405,-2.122538989,-0.992960016,-0.928377358,0.654398884,1.217221329,2.103589054,2.15786142,1.058842172
546,-0.212383046,0.549352214,1.549194404,0.878446164,9.740696375,3.240400482,4.802930423,-2.351881978,-0.036019814,-1.054343454,0.062566229,-1.464664652,-0.521306287,-0.85105014,-0.159660149
547,1.040591707,0.172964792,0.583891722,1.312249965,8.688796952,2.768968123,3.544111655,-1.080044327,0.351069253,-0.038603233,0.379443384,-0.916609649,0.743391834,-2.515295386,-1.267888208
548,0.498699858,-0.201833656,-0.194063339,0.865117413,6.842293258,1.268089563,3.10591726,-0.844979474,0.427590739,-0.126800369,0.659875599,2.424176,-1.609695741,-2.607674042,0.727850748
549,0.343186318,-1.923518991,0.919257758,1.096245368,5.711832412,1.840070992,3.281263973,-0.627156521,-0.916671066,-0.331192428,1.229391545,0.895585891,1.389014955,-0.836107204,1.488751773
550,-0.509873412,-0.868187476,-1.116850146,-0.750966611,5.734795206,0.480671836,3.46860231,0.973225505,-1.82145937,0.563136531,0.871875544,-0.870301062,-0.119318685,-0.158697102,-1.041679049
551,0.62489176,-2.082432222,1.969301421,-0.337446064,5.161090856,-1.606500568,4.682221949,0.646774379,-1.34024413,-0.376629531,-1.249505372,0.309765361,1.198105707,0.451499095,0.468050367
552,0.215381959,-0.699679255,0.229521648,-0.55644057,4.210140305,-0.134308676,4.134428657,1.272566271,-1.731967868,-2.38459168,-0.677838735,-1.31259257,-0.678109549,-0.896430346,-0.296198993
553,1.675484433,-1.194493279,-1.483293831,1.294266359,4.736210189,3.327679196,3.555800037,1.244506761,0.960318838,0.867775861,-0.341890929,-1.73628169,0.136310229,-0.721188865,-0.930963821
554,0.374232136,-2.521270138,1.83386357,0.028667494,4.804342443,4.731217147,2.963420087,1.34053493,1.660494943,1.646810039,0.451369356,0.659213108,1.177364507,0.888591264,-0.524781704
555,1.47420208,-1.734788614,-1.256434898,2.389364405,4.685320081,4.635708111,2.989501954,-0.64810248,-0.345146242,1.311295141,0.131836274,2.175808475,-1.195922184,1.575532501,1.35136247
556,-0.61325097,-1.571110544,1.077880676,-0.710666114,3.988128414,3.060681692,3.000944582,-3.153689186,-0.517440978,0.317986459,-0.658888775,0.611265963,-0.187710957,0.116254596,0.429251654
557,-1.093256428,-0.753091111,-1.562797859,1.667093463,4.470248049,2.852793894,2.087162008,-5.088799835,-0.549834384,-0.093651287,0.444895794,-1.437686903,0.416579675,-0.570253293,0.044832383
558,-0.110574961,1.95249971,1.217883742,1.529857986,3.765326201,3.008129912,0.556069627,-5.887639813,-0.404713032,-2.09701718,0.386998322,-2.42140055,0.303592008,0.363512689,-1.504464732
559,-1.503766876,3.100054283,-0.664543671,0.421517208,4.191623478,2.229597465,-0.506597231,-5.108519011,-0.265420381,-0.933919579,0.597393783,-1.969462773,-1.644988699,1.751290094,-0.470292588
560,0.621686654,-0.348671148,0.233791891,1.298095282,5.253104133,1.300325465,-0.647777602,-5.769620637,-0.786945751,0.682660654,2.011358237,-0.319292567,-0.195833868,1.849908766,-1.345385856
561,0.077829576,-0.476277072,-0.277175951,-0.663497955,5.42239159,1.940138392,0.907767687,-5.043854725,-0.877520974,-0.625969948,1.136042404,0.903392913,-0.144525765,0.568086309,1.440760247
562,-0.295882252,-1.097516415,0.190617042,1.517895095,6.372384378,0.626890822,0.975152072,-6.189633688,-1.029939063,-1.073363216,1.657009348,0.899054427,0.606981761,0.929544617,-0.950615949
563,0.340854181,-0.187075512,1.313920526,-1.339367055,7.929149914,0.873680637,0.74822783,-6.249441768,-1.399361376,1.025966768,-0.30286335,1.627694157,-1.383741905,0.391470883,2.129937288
564,-0.289094707,-1.832692191,-0.759910472,-0.293773824,9.438829525,1.107770214,0.077955824,-5.33736829,-0.062878108,1.275580087,-0.155980403,-3.445212264,-0.468061291,-1.217750129,-1.134177094
565,0.444974373,-1.538468549,0.631809248,-0.957577756,12.36947934,1.498025061,-0.656758772,-2.74558302,-0.06192168,0.028555346,-0.102870885,-2.117267411,-0.128807634,-1.14707466,-1.988557803
566,0.617912124,0.310746869,1.077564851,-1.065988419,12.16551603,2.644596651,-0.404018541,-0.903080579,1.044442608,0.217240663,-0.676128605,0.365046129,-0.519862334,0.098656152,0.470311623
567,0.841543445,1.267466828,0.328538026,-1.912057619,10.87821712,1.707032008,-1.829051802,-1.214872763,1.302159149,-1.125244961,0.110516195,0.474197467,-0.268940123,-0.72992161,-0.225246458
568,1.019561076,-0.58377103,0.957381434,-1.787759932,8.729318557,1.382610053,-1.829077835,-0.050383597,0.978452104,0.363911111,-1.908765965,0.116166782,-0.006364666,-2.291074513,0.772871008
569,-0.567386405,-0.4062673,-1.773859954,-1.026420153,7.607659355,0.821601051,-1.065997825,0.183366023,0.224627658,-1.20557509,-0.662445255,-0.637907193,0.393142566,-2.227306568,-0.883386491
570,1.289202251,-0.187575036,2.450665176,-0.234243441,8.519292912,1.17669203,-2.522860715,0.710453527,-2.624902802,-2.149632618,-1.959108329,-0.872650688,-1.120830508,-0.590408162,0.505356055
571,0.595155183,0.274009209,-3.570910555,-1.11272296,10.744162,1.146129199,-4.182081721,-0.888000729,-1.778726165,0.074053027,-0.727238318,-0.863802626,0.349451352,-0.374911374,-1.523349289
572,-0.072086268,-1.925349357,2.406951641,-0.239623441,12.56738015,0.370675585,-5.209516664,-2.344002117,1.144662594,1.558334252,-1.206245409,2.395815693,0.933933062,-1.654762107,1.114630024
573,0.118483784,-0.504997787,-0.578660185,-1.157631191,14.5399843,-0.826150103,-5.062381984,-4.037883525,0.830328902,-1.041366871,-1.109367537,0.998964511,-1.16415968,-1.970563087,0.961069442
574,-1.51356789,-1.908225519,1.622108576,2.07287343,15.57867192,-1.269984166,-5.02447982,-5.277495972,-0.504039034,-0.438347094,-0.195043823,-1.497306402,1.095920929,-1.766090475,-0.254435673
575,-0.851147845,-2.556628722,-1.662186436,0.3396089,16.67085625,-0.93821091,-5.299907721,-3.578156806,-0.094893536,0.702435628,-0.485696595,-0.919589411,-2.446363751,-1.465638921,-1.178155676
576,-0.86361502,-0.903810185,-0.269348901,-0.389466118,17.70240233,0.865167601,-3.519072129,-1.131783887,0.221404489,0.169709179,-0.631414928,1.722488624,3.42376689,-0.804110448,0.608749499
577,2.140263626,-0.050233462,0.775507532,0.94223442,17.5602897,0.481367464,-1.038639795,-0.397434497,-0.953211094,-0.647333625,0.467807668,1.83136003,-4.235098962,0.316759845,0.941264098
578,2.581437965,-1.57366027,-0.357200684,0.690064657,17.18172719,0.40780878,-0.056939932,0.769949418,0.886200011,-1.231670222,0.958562343,0.527683925,2.237790151,-0.087501387,0.606704119
579,1.426326171,-2.254256304,-1.808930598,0.009513809,16.81974842,-0.375179897,1.615772688,-0.019349611,1.100780178,-0.361804884,3.450139187,-0.887573882,-3.813241264,-0.793094364,-0.270950363
580,0.173660131,-2.301814277,2.284857039,-0.339516806,17.99640697,-0.770638974,3.228770025,1.192717688,-1.698627672,1.297439399,2.00789198,0.782030752,2.368940616,0.464150474,-0.546364918
581,0.828793893,-1.561869555,-2.32903819,-1.938005064,17.66541341,-0.318684898,2.255859716,0.169753286,-2.550443491,-0.764754267,0.645360894,1.035053116,-1.388142079,0.443684426,1.489501395
582,0.198251575,-0.567476813,-0.715332321,-1.262312522,15.35248213,-1.73694261,0.789493028,-1.18077521,-0.538938019,-1.943520853,-0.742021679,-2.170977288,1.857625558,0.376202374,-0.897236924
583,0.424548315,-1.569829638,1.158501594,-0.724260793,14.73300158,-1.078908274,-0.852363695,-0.967243503,1.816884193,1.007649643,0.135355105,-0.486568483,-1.310111432,-1.415266846,-1.017433414
584,-1.072615961,-1.241036456,-1.777482823,0.378831086,13.54515263,-0.407278823,-1.014909352,-2.486895826,2.24123672,-0.224609711,1.718608795,1.582431647,0.610565566,-0.136692143,0.838635262
585,2.048905904,-0.072997522,0.798630456,0.850883456,12.39633633,-1.883843826,0.092949374,-1.748856615,0.889942902,-3.350555593,1.050397192,-1.063133477,0.4542737,-0.92514417,0.503650293
586,2.289833086,-1.109065622,-0.975990928,-0.30455373,12.61175159,-2.9814971,0.583625169,-3.161375312,0.931249326,-1.558229785,-0.155077942,-3.04110458,0.527626,-2.007087117,-1.720542967
587,1.112018306,-0.131853416,-0.950992769,-0.29642303,11.97791448,-3.438812559,0.308547228,-0.279602743,1.540124632,0.354671987,-1.779715791,-0.613299062,-2.113886757,-3.567524176,-0.810767281
588,0.404847342,-0.433452128,0.844514497,-1.485200898,11.25654523,-2.735041822,1.032119332,0.036368268,0.71722609,0.219236254,-0.683984435,1.217974751,0.978962013,-3.245633013,0.454719554
589,-0.711038356,0.265550731,-0.479800611,-0.4075446,12.32614821,-2.592755651,0.226013001,0.507768931,0.102354521,-0.865818231,-0.112444496,-0.312304147,-1.115438503,-0.954860511,0.641957579
590,-0.304818197,-1.228062131,-0.426105692,-2.57650546,13.49621772,-2.657052982,-1.273554867,-1.078564022,1.579098131,-0.181269796,1.831745256,-2.608051146,1.875384255,1.41506789,-1.14383707
591,-0.265156781,-0.742417655,-0.352558877,-1.20491096,14.74045078,-0.74255996,-1.13066431,-1.286870492,-1.162592158,0.028292416,1.182022925,-1.188480361,-2.488349188,2.06848716,-1.125976567
592,-0.06077435,-2.148423481,1.295388747,-2.46488567,15.35031726,1.095338675,-1.246765578,-1.905348225,-1.756573148,0.815000602,0.955877299,-0.017478693,2.256225797,0.923429635,0.28427074
593,0.454126553,-1.108249963,-0.926115738,-3.005506665,14.57950329,1.240871808,-0.614189224,-3.520958743,-0.269263253,0.853804355,-0.839622992,-0.861072476,-2.533166792,0.831912209,-0.371280108
594,0.706593689,-1.44771804,0.813098465,-0.407798246,12.62038776,2.384265648,0.160267969,-5.800381706,-2.068345041,0.873953394,-0.547197072,-0.370719354,3.401938447,1.261242352,-0.373375769
595,2.268989642,-0.483315333,-1.6316581,-2.205299999,11.22153279,3.049553786,0.301791875,-6.394615942,-2.090518078,0.741503958,-0.640496709,0.649128615,-3.32081509,-0.846499711,0.12089823
596,1.272561386,-0.189740904,1.839885417,-2.067306721,12.38393904,1.337355827,1.610896215,-6.13804094,-0.694740678,0.603334166,0.513404172,-0.35410506,2.384478871,-2.189268279,0.498809215
597,0.786651411,0.220846401,-0.173880031,-2.846252649,13.30308661,-0.031695889,2.554969335,-5.952791157,-0.569970914,1.00467287,-0.797930737,-1.440618752,-1.502258323,-2.098287316,-1.000341872
598,-0.101477002,0.411452396,-0.693129606,-1.953936474,14.01894806,-1.426696453,1.493499119,-6.408624566,0.617406403,-1.831248167,-3.720486766,1.291766232,2.048540782,-0.020619724,-0.144054827
599,0.146467308,0.750910872,1.378264153,-3.299509616,14.78108853,-0.945640083,-1.195116921,-5.999272241,1.474422896,-0.854453851,-2.957328148,0.90399844,-1.120706642,0.04048215,1.487100671
600,-0.918357003,2.018699404,-1.504115717,-1.322805008,14.85316482,0.233719156,-1.136031814,-6.057166424,-0.560823995,-1.036533301,-3.371679672,-0.945653651,2.475979084,0.316338458,-1.023760302
601,-0.958339531,1.424609246,1.590427142,1.531307274,13.49765657,0.541163347,-1.592766435,-5.846873762,-0.346896731,-0.445181896,-2.479739873,-1.171063992,-2.093734966,-0.432088772,0.3730998
602,0.543402566,0.566748547,0.280168361,-0.422933709,15.36009241,0.140325638,-2.496555276,-6.273370853,1.213447393,1.53264848,-1.446412276,0.105634646,1.19033504,0.785147013,-1.6519236
603,-0.283763407,0.503711135,-0.925093647,1.949469678,16.05386783,0.919361138,-1.359516401,-6.223357714,-0.568046544,0.340545628,1.226529041,0.681816547,-3.330121858,0.401927066,2.251489394
604,-0.055708345,-0.106216989,0.992763513,-1.01574713,16.17153157,-0.240041036,-1.537507922,-5.917974234,-1.201018279,-1.077148015,1.792207252,-3.285829948,2.02804948,-0.262819642,-2.229423394
605,-0.387190153,-0.553695046,-1.026278525,0.387690914,14.44978808,-1.344070718,-0.653541447,-6.314928046,1.456258221,-0.57116718,1.294934805,-1.985745671,-1.586775813,-0.058458402,-0.402246294
606,-0.035019483,-3.559449933,1.363377674,-0.213092732,13.16873377,-0.805413213,0.583165871,-5.115070339,1.82629744,1.533663173,-0.624514153,-1.563874738,1.160253774,0.919685543,-1.447864634
607,-0.669847042,-1.772496334,-0.504072416,-0.355290097,12.15279726,-0.882112718,-0.091737678,-5.243555278,1.312485283,1.052312012,0.128047362,1.25641435,-2.799508181,1.467040727,0.329852177
608,0.675433147,-1.280092501,0.408825779,-0.582968727,11.28772498,-0.037956105,1.493567958,-4.290453355,2.484262353,0.209396681,2.297928704,1.588977758,2.160273454,2.586611727,0.847836611
609,0.511244304,-1.43668595,1.25328509,0.617914843,8.981743508,0.476539236,1.824631235,-4.352511705,1.532012785,-0.457177341,1.516157631,0.449191865,-2.046815619,1.740139665,0.493606687
610,0.379444258,-0.822767146,1.120017312,-0.530733824,9.382817442,0.435791686,0.863314477,-4.530902474,0.367596615,-0.855536388,1.407031033,-0.77488398,1.755633614,-0.037819131,-0.197566933
611,-0.87681325,-0.055440486,-0.939590501,-0.206810168,11.38704815,1.612818775,1.531333959,-5.026742085,1.292811854,-0.456476912,-0.771788244,0.480074321,-0.87210326,-3.285742789,-0.525518086
612,0.172783267,-0.773604823,0.656345223,-0.522720443,13.2791868,1.972734352,1.364270324,-4.398542178,0.873399474,-1.67333435,-1.499684244,1.925240974,0.499998668,-3.902881231,1.161487943
613,-0.24088932,-0.88297945,0.947872836,-1.327491153,13.31372934,0.562760283,-1.194049813,-3.251283362,0.391715324,0.280457317,-0.816500432,-1.582294728,1.264380093,-2.224346066,0.419681883
614,2.17521979,-1.187076635,-0.720841852,-0.482840839,14.04896422,-1.892881991,-3.847561659,-1.198221485,-0.225596653,0.405007651,-1.450524022,-2.635844933,-0.697008988,-0.382072327,-2.137308438
615,2.883281907,-1.602038197,-0.083955682,-1.874439614,14.24363484,-0.949248867,-5.00172283,-0.296442377,-1.248925968,-2.202275416,-0.065430618,0.180756206,1.159198949,-1.141204456,0.133745586
616,1.40799774,-2.085847653,-0.395795681,-0.780648585,14.04065104,-1.473995672,-5.085710572,-0.013184102,-0.704693114,-1.218059907,0.194319678,1.172992671,-2.356916695,-1.029501382,0.023804804
617,-0.500074067,-1.69825586,1.416961422,-0.671252843,15.28150505,-1.815597577,-3.633312635,1.262122122,-0.600133606,-0.251441937,1.062125996,0.011037069,1.41253421,-0.77749601,1.149167899
618,0.57879611,-0.847577573,-0.986926526,0.313789584,14.79813487,-0.410961669,-3.554986007,1.706462024,0.336643291,-1.936569536,0.170919302,-1.154028391,-1.617916197,-0.144564201,-1.479558511
619,0.798678224,0.317041926,1.819249547,1.299752065,13.99689353,-0.852485707,-3.304324027,3.647595299,-0.018053945,0.974497872,0.052045228,0.116597744,2.321721607,0.776587436,0.759567338
620,-0.290099308,0.607452602,0.268643287,0.365133666,12.78495373,0.26416216,-3.326993338,3.797589029,-1.298085881,0.112597295,-1.661001486,0.622906364,-2.953140972,0.651185596,-0.860959378
621,1.39453363,-0.234938869,-0.81661777,-0.612927805,12.07754185,1.009771261,-3.927549928,4.207964555,-1.525551183,-2.023880112,-0.077167463,0.967098817,1.446067169,1.927270905,1.739498091
622,0.115605046,1.161123239,1.136622685,-0.253592386,10.08023081,0.004700121,-2.25190732,2.804965403,0.407324209,-0.360827416,-0.276883106,-1.631843876,-0.102758956,1.916173194,-1.286966839
623,-0.910109001,1.251790016,-0.753525943,-1.516503137,8.178510916,1.711456831,0.853063282,2.617068911,0.519008691,1.304008811,0.18833972,0.571115385,-1.35762687,1.5541295,0.027458965
624,0.58053093,0.462551539,0.968056917,-0.597155544,7.753411069,1.244084286,2.325372471,-0.123220159,-0.900342025,0.42405076,-0.717327868,1.345184791,1.618665605,-0.833514633,0.541411374
625,0.483456526,0.323970506,-2.511345674,-2.822934233,7.963566067,0.312901364,1.111368524,0.518522039,-0.599650365,0.10977897,-1.568086468,0.936105428,-2.341861259,-2.083578529,0.644071737
626,-1.128204657,0.952564185,1.730969741,-2.258897238,7.115756759,1.033712386,1.655200804,0.699720869,-0.582712991,-0.965813518,-0.633519048,1.452004719,1.960874888,-2.154710041,0.094758922
627,-1.085704459,-0.083150246,-1.353137635,-2.76595202,7.166288905,0.58759168,2.497939965,2.612958944,1.284891582,0.293957519,-0.678660272,0.818978689,-1.742811601,-0.085532128,1.320350779
628,-1.110238573,0.419219844,0.327477214,-2.436352018,4.763968447,-1.84046446,1.724743727,2.879953073,2.022833617,0.885996867,0.794701672,-1.585839104,0.86042295,-0.103940793,-0.902658584
629,-1.3809495,-0.376531578,-1.073797936,0.521659573,2.982091246,-3.604219894,0.025086851,3.614604595,-0.178855773,0.288703981,1.219531266,-2.693287085,-0.589020613,-0.977620338,-0.428177083
630,0.273249965,-0.152507827,-0.454261277,-0.140970323,2.62599812,-3.78240749,-1.837783962,4.502727488,-0.280031842,0.808718842,1.532245547,-2.228153191,-0.548890609,0.128444838,-2.13552736
631,0.055482798,0.3264236,0.717372961,-0.993106584,1.753304858,-3.181700666,-3.210729927,4.074912575,0.499329044,1.447830143,0.628701118,1.048651813,0.869154319,-0.822579028,0.552878906
632,2.214883301,0.244494045,0.121443126,-0.977503904,1.193286278,-1.377351411,-4.139900555,5.729116785,1.33110059,-0.133138772,-0.412589414,0.326434864,0.807524304,-0.354237338,0.353687774
633,1.500783496,1.929091199,1.335791395,-1.275516674,-0.736011172,-1.629287126,-1.959488262,6.974513729,0.589874047,0.041386055,0.314222987,-1.981463476,-0.916780239,-0.989876598,-0.126998762
634,1.926732021,0.548992329,-1.798458796,-2.104280022,-1.045796844,-1.200062051,1.534567731,8.143570498,0.576506724,-0.700913164,-0.333785609,-1.506510418,1.604979607,-0.725372048,-1.816721723
635,1.822917178,-0.274237414,0.531638774,-1.620463319,-3.082057096,-1.477996115,1.471993405,8.164462883,1.834566414,1.635888863,1.645472211,0.815571975,-2.500277496,-0.40454544,0.85631949
636,0.613209172,-0.51536567,0.796372943,1.848080676,-4.627463879,-1.963948766,1.662012683,9.172175908,2.916202263,1.794472029,0.821694366,-0.085923188,0.107483328,-0.575685746,-0.278930311
637,0.477237787,0.502958978,0.438393807,-0.54735973,-5.809956061,-0.167208499,1.545087881,8.006227192,1.544928555,0.238226516,1.055795507,0.830850514,-0.908369233,-0.27409528,0.277479546
638,1.649023045,-0.108521105,1.39672944,0.516474106,-6.458530143,2.291517818,1.495704704,6.85424576,0.042286829,-0.511931973,-0.212995885,0.152603049,1.478477401,-1.006359505,0.473313072
639,0.834186582,-0.260321867,-0.785968326,-0.148688794,-7.671166222,2.670837063,1.066792798,6.189422787,1.290480836,-0.514832235,-0.008546563,1.165493551,-0.409207403,-0.439270034,-0.463885756
640,-0.219203595,-0.267358224,1.268534986,0.83370128,-6.569017384,0.767885247,-1.234474557,6.015349958,1.272620339,-1.233549327,0.409871253,1.77251603,-1.460166335,1.566757478,1.763220997
641,0.497996872,-0.79249348,-3.070912172,-1.424540299,-7.337644297,1.4366043,-0.904064493,7.192559604,0.444428293,-0.597255145,-0.24713615,-0.21201475,1.256950537,1.515631699,-0.517694427
642,0.154406254,0.777546343,1.755353793,0.398942252,-7.544683302,1.735683688,-1.379612479,4.270904575,1.547961716,0.621608216,-0.912200261,-1.149560984,-1.185613334,1.603808376,0.444344216
643,0.629183856,2.220836324,0.223726652,-0.995253231,-10.6086804,0.743086853,-1.818896461,2.715763133,1.986837433,-0.163243286,-1.156407214,-2.0016639,-0.523224235,-0.370301284,-1.730353415
